,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Child_elder,Age_bin,Pclass*Sex,Pclass*Embarked,Pclass*Title,Pclass*Child_elder,Pclass*Age_bin,Sex*Embarked,Sex*Title,Sex*Child_elder,Sex*Age_bin,Embarked*Title,Embarked*Child_elder,Embarked*Age_bin,Title*Child_elder,Title*Age_bin,Child_elder*Age_bin,Pclass*Pclass,Pclass*Age,Pclass+Age,Pclass-Age,Pclass*Fare,Pclass+Fare,Pclass-Fare,Pclass*Parch,Pclass+Parch,Pclass-Parch,Age-Pclass,Age*Age,Age*Fare,Age+Fare,Age-Fare,Age*Parch,Age+Parch,Age-Parch,Fare-Pclass,Fare-Age,Fare*Fare,Fare*Parch,Fare+Parch,Fare-Parch,Parch-Pclass,Parch-Age,Parch-Fare,Parch*Parch
438,0.0,1,0,64.0,1,4,263.0,0,0,2,1,3,2,3,6,1,0,0,4,5,0,5,4,6,5,5,1,64.0,65.0,-63.0,263.0,264.0,-262.0,4,5,-3,63.0,4096.0,16832.0,327.0,-199.0,256.0,68.0,60.0,262.0,199.0,69169.0,1052.0,267.0,259.0,3,-60.0,-259.0,16
439,0.0,2,0,31.0,0,0,10.5,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,62.0,33.0,-29.0,21.0,12.5,-8.5,0,2,2,29.0,961.0,325.5,41.5,20.5,0.0,31.0,31.0,8.5,-20.5,110.25,0.0,10.5,10.5,-2,-31.0,-10.5,0
440,1.0,2,1,45.0,1,1,26.25,0,1,0,1,4,5,6,3,7,2,1,1,1,3,0,4,1,1,1,4,90.0,47.0,-43.0,52.5,28.25,-24.25,2,3,1,43.0,2025.0,1181.25,71.25,18.75,45.0,46.0,44.0,24.25,-18.75,689.0625,26.25,27.25,25.25,-1,-44.0,-25.25,1
441,0.0,3,0,20.0,0,0,9.5,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,60.0,23.0,-17.0,28.5,12.5,-6.5,0,3,3,17.0,400.0,190.0,29.5,10.5,0.0,20.0,20.0,6.5,-10.5,90.25,0.0,9.5,9.5,-3,-20.0,-9.5,0
442,0.0,3,0,25.0,1,0,7.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75.0,28.0,-22.0,23.325000000000003,10.775,-4.775,0,3,3,22.0,625.0,194.375,32.775,17.225,0.0,25.0,25.0,4.775,-17.225,60.450625,0.0,7.775,7.775,-3,-25.0,-7.775,0
443,1.0,2,1,28.0,0,0,13.0,0,8,0,2,4,5,17,3,8,2,8,1,3,18,0,2,12,18,2,4,56.0,30.0,-26.0,26.0,15.0,-11.0,0,2,2,26.0,784.0,364.0,41.0,15.0,0.0,28.0,28.0,11.0,-15.0,169.0,0.0,13.0,13.0,-2,-28.0,-13.0,0
444,1.0,3,0,19.0,0,0,8.1125,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,57.0,22.0,-16.0,24.337500000000002,11.1125,-5.112500000000001,0,3,3,16.0,361.0,154.13750000000002,27.1125,10.8875,0.0,19.0,19.0,5.112500000000001,-10.8875,65.81265625000002,0.0,8.1125,8.1125,-3,-19.0,-8.1125,0
445,1.0,1,0,4.0,0,2,81.8583,0,3,1,3,3,2,14,8,9,0,3,2,6,5,3,5,3,6,3,1,4.0,5.0,-3.0,81.8583,82.8583,-80.8583,2,3,-1,3.0,16.0,327.4332,85.8583,-77.8583,8.0,6.0,2.0,80.8583,77.8583,6700.78127889,163.7166,83.8583,79.8583,1,-2.0,-79.8583,4
446,1.0,2,1,13.0,0,1,19.5,0,2,0,3,4,5,10,3,5,2,2,1,7,2,0,5,2,9,4,4,26.0,15.0,-11.0,39.0,21.5,-17.5,2,3,1,11.0,169.0,253.5,32.5,-6.5,13.0,14.0,12.0,17.5,6.5,380.25,19.5,20.5,18.5,-1,-12.0,-18.5,1
447,1.0,1,0,34.0,0,0,26.55,0,0,0,2,3,2,3,1,2,0,0,0,4,0,0,2,0,4,2,1,34.0,35.0,-33.0,26.55,27.55,-25.55,0,1,1,33.0,1156.0,902.7,60.55,7.449999999999999,0.0,34.0,34.0,25.55,-7.449999999999999,704.9025,0.0,26.55,26.55,-1,-34.0,-26.55,0
448,1.0,3,1,5.0,2,1,19.2583,1,2,1,3,2,6,2,2,4,1,2,3,7,10,6,6,4,9,3,9,15.0,8.0,-2.0,57.774899999999995,22.2583,-16.2583,3,4,2,2.0,25.0,96.29149999999998,24.2583,-14.258299999999998,5.0,6.0,4.0,16.2583,14.258299999999998,370.88211888999996,19.2583,20.2583,18.2583,-2,-4.0,-18.2583,1
449,1.0,1,0,52.0,0,0,30.5,0,4,0,1,3,2,9,1,1,0,4,0,5,19,0,4,5,12,1,1,52.0,53.0,-51.0,30.5,31.5,-29.5,0,1,1,51.0,2704.0,1586.0,82.5,21.5,0.0,52.0,52.0,29.5,-21.5,930.25,0.0,30.5,30.5,-1,-52.0,-30.5,0
450,0.0,2,0,36.0,1,2,27.75,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,72.0,38.0,-34.0,55.5,29.75,-25.75,4,4,0,34.0,1296.0,999.0,63.75,8.25,72.0,38.0,34.0,25.75,-8.25,770.0625,55.5,29.75,25.75,0,-34.0,-25.75,4
451,0.0,3,0,25.0,1,0,19.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75.0,28.0,-22.0,59.900099999999995,22.9667,-16.9667,0,3,3,22.0,625.0,499.16749999999996,44.9667,5.0333000000000006,0.0,25.0,25.0,16.9667,-5.0333000000000006,398.66910888999996,0.0,19.9667,19.9667,-3,-25.0,-19.9667,0
452,0.0,1,0,30.0,0,0,27.75,1,0,0,2,3,1,3,1,2,5,0,0,4,8,1,9,0,4,2,1,30.0,31.0,-29.0,27.75,28.75,-26.75,0,1,1,29.0,900.0,832.5,57.75,2.25,0.0,30.0,30.0,26.75,-2.25,770.0625,0.0,27.75,27.75,-1,-30.0,-27.75,0
453,1.0,1,0,49.0,1,0,89.1042,1,0,0,1,3,1,3,1,1,5,0,0,5,8,1,1,0,5,1,1,49.0,50.0,-48.0,89.1042,90.1042,-88.1042,0,1,1,48.0,2401.0,4366.1058,138.1042,-40.104200000000006,0.0,49.0,49.0,88.1042,40.104200000000006,7939.558457640001,0.0,89.1042,89.1042,-1,-49.0,-89.1042,0
454,0.0,3,0,21.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,63.0,24.0,-18.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,18.0,441.0,169.05,29.05,12.95,0.0,21.0,21.0,5.050000000000001,-12.95,64.80250000000001,0.0,8.05,8.05,-3,-21.0,-8.05,0
455,1.0,3,0,29.0,0,0,7.8958,1,0,0,2,0,6,0,0,3,5,0,0,4,8,1,9,0,4,2,9,87.0,32.0,-26.0,23.6874,10.895800000000001,-4.8958,0,3,3,26.0,841.0,228.97820000000002,36.8958,21.1042,0.0,29.0,29.0,4.8958,-21.1042,62.34365764,0.0,7.8958,7.8958,-3,-29.0,-7.8958,0
456,0.0,1,0,65.0,0,0,26.55,0,0,2,1,3,2,3,6,1,0,0,4,5,0,5,4,6,5,5,1,65.0,66.0,-64.0,26.55,27.55,-25.55,0,1,1,64.0,4225.0,1725.75,91.55,38.45,0.0,65.0,65.0,25.55,-38.45,704.9025,0.0,26.55,26.55,-1,-65.0,-26.55,0
457,1.0,1,1,35.0,1,0,51.8625,0,1,0,2,1,2,1,1,2,2,1,1,3,3,0,2,1,3,2,1,35.0,36.0,-34.0,51.8625,52.8625,-50.8625,0,1,1,34.0,1225.0,1815.1875,86.8625,-16.862499999999997,0.0,35.0,35.0,50.8625,16.862499999999997,2689.7189062499997,0.0,51.8625,51.8625,-1,-35.0,-51.8625,0
458,1.0,2,1,50.0,0,0,10.5,0,2,0,1,4,5,10,3,7,2,2,1,1,2,0,4,2,10,1,4,100.0,52.0,-48.0,21.0,12.5,-8.5,0,2,2,48.0,2500.0,525.0,60.5,39.5,0.0,50.0,50.0,8.5,-39.5,110.25,0.0,10.5,10.5,-2,-50.0,-10.5,0
459,0.0,3,0,31.0,0,0,7.75,2,0,0,2,0,3,0,0,3,3,0,0,4,4,2,12,0,4,2,9,93.0,34.0,-28.0,23.25,10.75,-4.75,0,3,3,28.0,961.0,240.25,38.75,23.25,0.0,31.0,31.0,4.75,-23.25,60.0625,0.0,7.75,7.75,-3,-31.0,-7.75,0
460,1.0,1,0,48.0,0,0,26.55,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,48.0,49.0,-47.0,26.55,27.55,-25.55,0,1,1,47.0,2304.0,1274.4,74.55,21.45,0.0,48.0,48.0,25.55,-21.45,704.9025,0.0,26.55,26.55,-1,-48.0,-26.55,0
461,0.0,3,0,34.0,0,0,8.05,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,102.0,37.0,-31.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,31.0,1156.0,273.70000000000005,42.05,25.95,0.0,34.0,34.0,5.050000000000001,-25.95,64.80250000000001,0.0,8.05,8.05,-3,-34.0,-8.05,0
462,0.0,1,0,47.0,0,0,38.5,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,47.0,48.0,-46.0,38.5,39.5,-37.5,0,1,1,46.0,2209.0,1809.5,85.5,8.5,0.0,47.0,47.0,37.5,-8.5,1482.25,0.0,38.5,38.5,-1,-47.0,-38.5,0
463,0.0,2,0,48.0,0,0,13.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,96.0,50.0,-46.0,26.0,15.0,-11.0,0,2,2,46.0,2304.0,624.0,61.0,35.0,0.0,48.0,48.0,11.0,-35.0,169.0,0.0,13.0,13.0,-2,-48.0,-13.0,0
464,0.0,3,0,21.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,63.0,24.0,-18.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,18.0,441.0,169.05,29.05,12.95,0.0,21.0,21.0,5.050000000000001,-12.95,64.80250000000001,0.0,8.05,8.05,-3,-21.0,-8.05,0
465,0.0,3,0,38.0,0,0,7.05,0,0,0,1,0,0,0,0,6,0,0,0,5,0,0,4,0,5,1,9,114.0,41.0,-35.0,21.15,10.05,-4.05,0,3,3,35.0,1444.0,267.9,45.05,30.95,0.0,38.0,38.0,4.05,-30.95,49.7025,0.0,7.05,7.05,-3,-38.0,-7.05,0
466,0.0,2,0,49.0,0,0,0.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,98.0,51.0,-47.0,0.0,2.0,2.0,0,2,2,47.0,2401.0,0.0,49.0,49.0,0.0,49.0,49.0,-2.0,-49.0,0.0,0.0,0.0,0.0,-2,-49.0,0.0,0
467,0.0,1,0,56.0,0,0,26.55,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,56.0,57.0,-55.0,26.55,27.55,-25.55,0,1,1,55.0,3136.0,1486.8,82.55,29.45,0.0,56.0,56.0,25.55,-29.45,704.9025,0.0,26.55,26.55,-1,-56.0,-26.55,0
468,0.0,3,0,31.0,0,0,7.725,2,0,0,2,0,3,0,0,3,3,0,0,4,4,2,12,0,4,2,9,93.0,34.0,-28.0,23.174999999999997,10.725,-4.725,0,3,3,28.0,961.0,239.475,38.725,23.275,0.0,31.0,31.0,4.725,-23.275,59.675625,0.0,7.725,7.725,-3,-31.0,-7.725,0
469,1.0,3,1,0.75,2,1,19.2583,1,2,1,3,2,6,2,2,4,1,2,3,7,10,6,6,4,9,3,9,2.25,3.75,2.25,57.774899999999995,22.2583,-16.2583,3,4,2,-2.25,0.5625,14.443724999999999,20.0083,-18.5083,0.75,1.75,-0.25,16.2583,18.5083,370.88211888999996,19.2583,20.2583,18.2583,-2,0.25,-18.2583,1
470,0.0,3,0,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,21.75,10.25,-4.25,0,3,3,19.0,484.0,159.5,29.25,14.75,0.0,22.0,22.0,4.25,-14.75,52.5625,0.0,7.25,7.25,-3,-22.0,-7.25,0
471,0.0,3,0,38.0,0,0,8.6625,0,0,0,1,0,0,0,0,6,0,0,0,5,0,0,4,0,5,1,9,114.0,41.0,-35.0,25.987499999999997,11.6625,-5.6625,0,3,3,35.0,1444.0,329.175,46.6625,29.3375,0.0,38.0,38.0,5.6625,-29.3375,75.03890625,0.0,8.6625,8.6625,-3,-38.0,-8.6625,0
472,1.0,2,1,33.0,1,2,27.75,0,1,0,2,4,5,6,3,8,2,1,1,3,3,0,2,1,3,2,4,66.0,35.0,-31.0,55.5,29.75,-25.75,4,4,0,31.0,1089.0,915.75,60.75,5.25,66.0,35.0,31.0,25.75,-5.25,770.0625,55.5,29.75,25.75,0,-31.0,-25.75,4
473,1.0,2,1,23.0,0,0,13.7917,1,1,0,0,4,4,6,3,11,1,1,1,2,1,1,8,1,7,0,4,46.0,25.0,-21.0,27.5834,15.7917,-11.7917,0,2,2,21.0,529.0,317.20910000000003,36.7917,9.2083,0.0,23.0,23.0,11.7917,-9.2083,190.21098889,0.0,13.7917,13.7917,-2,-23.0,-13.7917,0
474,0.0,3,1,22.0,0,0,9.8375,0,2,0,0,2,0,2,0,0,2,2,1,2,2,0,0,2,2,0,9,66.0,25.0,-19.0,29.512500000000003,12.8375,-6.8375,0,3,3,19.0,484.0,216.425,31.8375,12.1625,0.0,22.0,22.0,6.8375,-12.1625,96.77640625000001,0.0,9.8375,9.8375,-3,-22.0,-9.8375,0
475,0.0,1,0,47.0,0,0,52.0,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,47.0,48.0,-46.0,52.0,53.0,-51.0,0,1,1,46.0,2209.0,2444.0,99.0,-5.0,0.0,47.0,47.0,51.0,5.0,2704.0,0.0,52.0,52.0,-1,-47.0,-52.0,0
476,0.0,2,0,34.0,1,0,21.0,0,0,0,2,5,5,8,3,8,0,0,0,4,0,0,2,0,4,2,4,68.0,36.0,-32.0,42.0,23.0,-19.0,0,2,2,32.0,1156.0,714.0,55.0,13.0,0.0,34.0,34.0,19.0,-13.0,441.0,0.0,21.0,21.0,-2,-34.0,-21.0,0
477,0.0,3,0,29.0,1,0,7.0458,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,87.0,32.0,-26.0,21.1374,10.0458,-4.0458,0,3,3,26.0,841.0,204.32819999999998,36.0458,21.9542,0.0,29.0,29.0,4.0458,-21.9542,49.64329764,0.0,7.0458,7.0458,-3,-29.0,-7.0458,0
478,0.0,3,0,22.0,0,0,7.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66.0,25.0,-19.0,22.5624,10.520800000000001,-4.5208,0,3,3,19.0,484.0,165.4576,29.5208,14.479199999999999,0.0,22.0,22.0,4.5208,-14.479199999999999,56.562432640000004,0.0,7.5208,7.5208,-3,-22.0,-7.5208,0
479,1.0,3,1,2.0,0,1,12.2875,0,2,1,3,2,0,2,2,4,2,2,3,7,2,3,5,4,9,3,9,6.0,5.0,1.0,36.8625,15.2875,-9.2875,3,4,2,-1.0,4.0,24.575,14.2875,-10.2875,2.0,3.0,1.0,9.2875,10.2875,150.98265625,12.2875,13.2875,11.2875,-2,-1.0,-11.2875,1
480,0.0,3,0,9.0,5,2,46.9,0,3,1,3,0,0,4,2,4,0,3,2,6,5,3,5,3,6,3,9,27.0,12.0,-6.0,140.7,49.9,-43.9,6,5,1,6.0,81.0,422.09999999999997,55.9,-37.9,18.0,11.0,7.0,43.9,37.9,2199.6099999999997,93.8,48.9,44.9,-1,-7.0,-44.9,4
481,0.0,2,0,49.0,0,0,0.0,0,0,0,1,5,5,8,3,7,0,0,0,5,0,0,4,0,5,1,4,98.0,51.0,-47.0,0.0,2.0,2.0,0,2,2,47.0,2401.0,0.0,49.0,49.0,0.0,49.0,49.0,-2.0,-49.0,0.0,0.0,0.0,0.0,-2,-49.0,0.0,0
482,0.0,3,0,50.0,0,0,8.05,0,0,0,1,0,0,0,0,6,0,0,0,5,0,0,4,0,5,1,9,150.0,53.0,-47.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,47.0,2500.0,402.50000000000006,58.05,41.95,0.0,50.0,50.0,5.050000000000001,-41.95,64.80250000000001,0.0,8.05,8.05,-3,-50.0,-8.05,0
483,1.0,3,1,63.0,0,0,9.5875,0,1,2,1,2,0,5,7,6,2,1,5,1,3,5,4,13,1,5,9,189.0,66.0,-60.0,28.762500000000003,12.5875,-6.5875,0,3,3,60.0,3969.0,604.0125,72.5875,53.4125,0.0,63.0,63.0,6.5875,-53.4125,91.92015625,0.0,9.5875,9.5875,-3,-63.0,-9.5875,0
484,1.0,1,0,25.0,1,0,91.0792,1,0,0,0,3,1,3,1,10,5,0,0,0,8,1,8,0,0,0,1,25.0,26.0,-24.0,91.0792,92.0792,-90.0792,0,1,1,24.0,625.0,2276.98,116.0792,-66.0792,0.0,25.0,25.0,90.0792,66.0792,8295.42067264,0.0,91.0792,91.0792,-1,-25.0,-91.0792,0
485,0.0,3,1,8.0,3,1,25.4667,0,2,1,3,2,0,2,2,4,2,2,3,7,2,3,5,4,9,3,9,24.0,11.0,-5.0,76.4001,28.4667,-22.4667,3,4,2,5.0,64.0,203.7336,33.4667,-17.4667,8.0,9.0,7.0,22.4667,17.4667,648.5528088899999,25.4667,26.4667,24.4667,-2,-7.0,-24.4667,1
486,1.0,1,1,35.0,1,0,90.0,0,1,0,2,1,2,1,1,2,2,1,1,3,3,0,2,1,3,2,1,35.0,36.0,-34.0,90.0,91.0,-89.0,0,1,1,34.0,1225.0,3150.0,125.0,-55.0,0.0,35.0,35.0,89.0,55.0,8100.0,0.0,90.0,90.0,-1,-35.0,-90.0,0
487,0.0,1,0,58.0,0,0,29.7,1,0,0,1,3,1,3,1,1,5,0,0,5,8,1,1,0,5,1,1,58.0,59.0,-57.0,29.7,30.7,-28.7,0,1,1,57.0,3364.0,1722.6,87.7,28.3,0.0,58.0,58.0,28.7,-28.3,882.0899999999999,0.0,29.7,29.7,-1,-58.0,-29.7,0
488,0.0,3,0,30.0,0,0,8.05,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,90.0,33.0,-27.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,27.0,900.0,241.50000000000003,38.05,21.95,0.0,30.0,30.0,5.050000000000001,-21.95,64.80250000000001,0.0,8.05,8.05,-3,-30.0,-8.05,0
489,1.0,3,0,9.0,1,1,15.9,0,3,1,3,0,0,4,2,4,0,3,2,6,5,3,5,3,6,3,9,27.0,12.0,-6.0,47.7,18.9,-12.9,3,4,2,6.0,81.0,143.1,24.9,-6.9,9.0,10.0,8.0,12.9,6.9,252.81,15.9,16.9,14.9,-2,-8.0,-14.9,1
490,0.0,3,0,25.0,1,0,19.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75.0,28.0,-22.0,59.900099999999995,22.9667,-16.9667,0,3,3,22.0,625.0,499.16749999999996,44.9667,5.0333000000000006,0.0,25.0,25.0,16.9667,-5.0333000000000006,398.66910888999996,0.0,19.9667,19.9667,-3,-25.0,-19.9667,0
491,0.0,3,0,21.0,0,0,7.25,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,63.0,24.0,-18.0,21.75,10.25,-4.25,0,3,3,18.0,441.0,152.25,28.25,13.75,0.0,21.0,21.0,4.25,-13.75,52.5625,0.0,7.25,7.25,-3,-21.0,-7.25,0
492,0.0,1,0,55.0,0,0,30.5,0,0,0,1,3,2,3,1,1,0,0,0,5,0,0,4,0,5,1,1,55.0,56.0,-54.0,30.5,31.5,-29.5,0,1,1,54.0,3025.0,1677.5,85.5,24.5,0.0,55.0,55.0,29.5,-24.5,930.25,0.0,30.5,30.5,-1,-55.0,-30.5,0
493,0.0,1,0,71.0,0,0,49.5042,1,0,2,1,3,1,3,6,1,5,0,4,5,8,7,1,6,5,5,1,71.0,72.0,-70.0,49.5042,50.5042,-48.5042,0,1,1,70.0,5041.0,3514.7981999999997,120.5042,21.495800000000003,0.0,71.0,71.0,48.5042,-21.495800000000003,2450.6658176399997,0.0,49.5042,49.5042,-1,-71.0,-49.5042,0
494,0.0,3,0,21.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,63.0,24.0,-18.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,18.0,441.0,169.05,29.05,12.95,0.0,21.0,21.0,5.050000000000001,-12.95,64.80250000000001,0.0,8.05,8.05,-3,-21.0,-8.05,0
495,0.0,3,0,26.0,0,0,14.4583,1,0,0,0,0,6,0,0,0,5,0,0,0,8,1,8,0,0,0,9,78.0,29.0,-23.0,43.3749,17.4583,-11.4583,0,3,3,23.0,676.0,375.9158,40.4583,11.5417,0.0,26.0,26.0,11.4583,-11.5417,209.04243888999997,0.0,14.4583,14.4583,-3,-26.0,-14.4583,0
496,1.0,1,1,54.0,1,0,78.2667,1,2,0,1,1,1,7,1,1,1,2,1,1,10,1,1,2,10,1,1,54.0,55.0,-53.0,78.2667,79.2667,-77.2667,0,1,1,53.0,2916.0,4226.4018,132.26670000000001,-24.2667,0.0,54.0,54.0,77.2667,24.2667,6125.67632889,0.0,78.2667,78.2667,-1,-54.0,-78.2667,0
497,0.0,3,0,40.5,0,0,15.1,0,0,0,1,0,0,0,0,6,0,0,0,5,0,0,4,0,5,1,9,121.5,43.5,-37.5,45.3,18.1,-12.1,0,3,3,37.5,1640.25,611.55,55.6,25.4,0.0,40.5,40.5,12.1,-25.4,228.01,0.0,15.1,15.1,-3,-40.5,-15.1,0
498,0.0,1,1,25.0,1,2,151.55,0,1,0,0,1,2,1,1,10,2,1,1,2,3,0,0,1,7,0,1,25.0,26.0,-24.0,151.55,152.55,-150.55,2,3,-1,24.0,625.0,3788.7500000000005,176.55,-126.55000000000001,50.0,27.0,23.0,150.55,126.55000000000001,22967.402500000004,303.1,153.55,149.55,1,-23.0,-149.55,4
499,0.0,3,0,24.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72.0,27.0,-21.0,23.3874,10.7958,-4.7958,0,3,3,21.0,576.0,187.0992,31.7958,16.2042,0.0,24.0,24.0,4.7958,-16.2042,60.77449764,0.0,7.7958,7.7958,-3,-24.0,-7.7958,0
500,0.0,3,0,17.0,0,0,8.6625,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,51.0,20.0,-14.0,25.987499999999997,11.6625,-5.6625,0,3,3,14.0,289.0,147.2625,25.6625,8.3375,0.0,17.0,17.0,5.6625,-8.3375,75.03890625,0.0,8.6625,8.6625,-3,-17.0,-8.6625,0
501,0.0,3,1,21.0,0,0,7.75,2,2,0,3,2,3,2,0,4,4,2,1,7,7,2,7,2,9,4,9,63.0,24.0,-18.0,23.25,10.75,-4.75,0,3,3,18.0,441.0,162.75,28.75,13.25,0.0,21.0,21.0,4.75,-13.25,60.0625,0.0,7.75,7.75,-3,-21.0,-7.75,0
502,0.0,3,1,30.0,0,0,7.6292,2,2,0,2,2,3,2,0,3,4,2,1,3,7,2,12,2,13,2,9,90.0,33.0,-27.0,22.8876,10.6292,-4.6292,0,3,3,27.0,900.0,228.876,37.6292,22.3708,0.0,30.0,30.0,4.6292,-22.3708,58.20469264,0.0,7.6292,7.6292,-3,-30.0,-7.6292,0
503,0.0,3,1,37.0,0,0,9.5875,0,2,0,2,2,0,2,0,3,2,2,1,3,2,0,2,2,13,2,9,111.0,40.0,-34.0,28.762500000000003,12.5875,-6.5875,0,3,3,34.0,1369.0,354.7375,46.5875,27.4125,0.0,37.0,37.0,6.5875,-27.4125,91.92015625,0.0,9.5875,9.5875,-3,-37.0,-9.5875,0
504,1.0,1,1,16.0,0,0,86.5,0,2,0,3,1,2,7,1,9,2,2,1,7,2,0,5,2,9,4,1,16.0,17.0,-15.0,86.5,87.5,-85.5,0,1,1,15.0,256.0,1384.0,102.5,-70.5,0.0,16.0,16.0,85.5,70.5,7482.25,0.0,86.5,86.5,-1,-16.0,-86.5,0
505,0.0,1,0,18.0,1,0,108.9,1,0,0,3,3,1,3,1,9,5,0,0,6,8,1,6,0,11,4,1,18.0,19.0,-17.0,108.9,109.9,-107.9,0,1,1,17.0,324.0,1960.2,126.9,-90.9,0.0,18.0,18.0,107.9,90.9,11859.210000000001,0.0,108.9,108.9,-1,-18.0,-108.9,0
506,1.0,2,1,33.0,0,2,26.0,0,1,0,2,4,5,6,3,8,2,1,1,3,3,0,2,1,3,2,4,66.0,35.0,-31.0,52.0,28.0,-24.0,4,4,0,31.0,1089.0,858.0,59.0,7.0,66.0,35.0,31.0,24.0,-7.0,676.0,52.0,28.0,24.0,0,-31.0,-24.0,4
507,1.0,1,0,62.0,0,0,26.55,0,0,2,1,3,2,3,6,1,0,0,4,5,0,5,4,6,5,5,1,62.0,63.0,-61.0,26.55,27.55,-25.55,0,1,1,61.0,3844.0,1646.1000000000001,88.55,35.45,0.0,62.0,62.0,25.55,-35.45,704.9025,0.0,26.55,26.55,-1,-62.0,-26.55,0
508,0.0,3,0,28.0,0,0,22.525,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,2,0,4,2,9,84.0,31.0,-25.0,67.57499999999999,25.525,-19.525,0,3,3,25.0,784.0,630.6999999999999,50.525,5.475000000000001,0.0,28.0,28.0,19.525,-5.475000000000001,507.37562499999996,0.0,22.525,22.525,-3,-28.0,-22.525,0
509,1.0,3,0,26.0,0,0,56.4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78.0,29.0,-23.0,169.4874,59.4958,-53.4958,0,3,3,23.0,676.0,1468.8908000000001,82.4958,-30.495800000000003,0.0,26.0,26.0,53.4958,30.495800000000003,3191.7754176400003,0.0,56.4958,56.4958,-3,-26.0,-56.4958,0
510,1.0,3,0,29.0,0,0,7.75,2,0,0,2,0,3,0,0,3,3,0,0,4,4,2,12,0,4,2,9,87.0,32.0,-26.0,23.25,10.75,-4.75,0,3,3,26.0,841.0,224.75,36.75,21.25,0.0,29.0,29.0,4.75,-21.25,60.0625,0.0,7.75,7.75,-3,-29.0,-7.75,0
511,0.0,3,0,21.0,0,0,8.05,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,5,0,11,4,9,63.0,24.0,-18.0,24.150000000000002,11.05,-5.050000000000001,0,3,3,18.0,441.0,169.05,29.05,12.95,0.0,21.0,21.0,5.050000000000001,-12.95,64.80250000000001,0.0,8.05,8.05,-3,-21.0,-8.05,0
512,1.0,1,0,36.0,0,0,26.2875,0,0,0,2,3,2,3,1,2,0,0,0,4,0,0,2,0,4,2,1,36.0,37.0,-35.0,26.2875,27.2875,-25.2875,0,1,1,35.0,1296.0,946.35,62.2875,9.712499999999999,0.0,36.0,36.0,25.2875,-9.712499999999999,691.0326562500001,0.0,26.2875,26.2875,-1,-36.0,-26.2875,0
513,1.0,1,1,54.0,1,0,59.4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.0,55.0,-53.0,59.4,60.4,-58.4,0,1,1,53.0,2916.0,3207.6,113.4,-5.399999999999999,0.0,54.0,54.0,58.4,5.399999999999999,3528.3599999999997,0.0,59.4,59.4,-1,-54.0,-59.4,0
